# ISO 639 language table used by Nmkoder to name audio and subtitle tracks.
# Generated by .github/scripts/gen-iso639.py - edit that, not this file.
#
# Sources: ISO 639-3 register via pycountry 26.2.16, native names (autonyms)
# via langcodes/language_data 3.5.1, which draws on Unicode CLDR.
#
# The family column is intentionally blank: no register maps languages to families,
# and Aliases.cs stores the field without ever reading it. Kept for column layout.
Family,English Name,Native Name,ISO 639-1,ISO 639-2/T,ISO 639-2/B
,Baga Sitemu,Baga Sitemu,,bsp,
,Baga Sobané,Baga Sobané,,bsv,
,Bagheli,Bagheli,,bfy,
,Bagirmi,Bagirmi,,bmi,
,Bagirmi Fulfulde,Bagirmi Fulfulde,,fui,
,Bago-Kusuntu,Bago-Kusuntu,,bqg,
,Bagri,Bagri,,bgq,
,Bagupi,Bagupi,,bpi,
,Bagusa,Bagusa,,bqb,
,Bagvalal,Bagvalal,,kva,
,Baha Buyang,Baha Buyang,,yha,
,Baham,Baham,,bdw,
,Bahamas Creole English,Bahamas Creole English,,bah,
,Baharna Arabic,Baharna Arabic,,abv,
,Bahau,Bahau,,bhv,
,Bahinemo,Bahinemo,,bjh,
,Bahing,Bahing,,bhj,
,Bahnar,Bahnar,,bdq,
,Bahonsuai,Bahonsuai,,bsu,
,Bai (South Sudan),Bai (South Sudan),,bdj,
,Baibai,Baibai,,bbf,
,Baikeno,Baikeno,,bkx,
,Baima,Baima,,bqh,
,Baimak,Baimak,,bmx,
,Bainouk-Gunyaamolo,Bainouk-Gunyaamolo,,bcz,
,Bainouk-Gunyuño,Bainouk-Gunyuño,,bab,
,Bainouk-Samik,Bainouk-Samik,,bcb,
,Baiso,Baiso,,bsw,
,Baissa Fali,Baissa Fali,,fah,
,Bajan,Bajan,,bjs,
,Bajelani,Bajelani,,bjm,
,Bajjika,Unknown language [vjk],,vjk,
,Baka (Cameroon),Baka (Cameroon),,bkc,
,Baka (South Sudan),Baka (South Sudan),,bdh,
,Bakairí,Bakairí,,bkq,
,Bakaka,Bakaka,,bqz,
,Bakhtiari,Bakhtiari,,bqi,
,Baki,Baki,,bki,
,Bakoko,Bakoko,,bkh,
,Bakole,Bakole,,kme,
,Bakpinka,Bakpinka,,bbs,
,Bakumpai,Bakumpai,,bkr,
,Bakwé,Bakwé,,bjw,
,Balaesang,Balaesang,,bls,
,Balaibalan,Balaibalan,,zba,
,Balangao,Balangao,,blw,
,Balangingi,Balangingi,,sse,
,Balanta-Ganja,Balanta-Ganja,,bjt,
,Balanta-Kentohe,Balanta-Kentohe,,ble,
,Balantak,Balantak,,blz,
,Baldemu,Baldemu,,bdn,
,Bali (Democratic Republic of Congo),Bali (Democratic Republic of Congo),,bcp,
,Bali (Nigeria),Bali (Nigeria),,bcn,
,Balinese,Balinese,,ban,
,Balinese Malay,Balinese Malay,,mhp,
,Balkan Gagauz Turkish,Balkan Gagauz Turkish,,bgx,
,Balkan Romani,Balkan Romani,,rmn,
,Balo,Balo,,bqo,
,Baloi,Baloi,,biz,
,Balti,Balti,,bft,
,Baltic Romani,Baltic Romani,,rml,
,Baluan-Pam,Baluan-Pam,,blq,
,Baluchi,بلۆچی,,bal,
,Bamako Sign Language,Bamako Sign Language,,bog,
,Bamali,Bamali,,bbq,
,Bambalang,Bambalang,,bmo,
,Bambam,Bambam,,ptu,
,Bambassi,Bambassi,,myf,
,Bambili-Bambui,Bambili-Bambui,,baw,
,Bamenyam,Bamenyam,,bce,
,Bamu,Bamu,,bcf,
,Bamukumbit,Bamukumbit,,bqt,
,Bamun,Bamun,,bax,
,Bamunka,Bamunka,,bvm,
,Bamwe,Bamwe,,bmg,
,Ban Khor Sign Language,Ban Khor Sign Language,,bfk,
,Bana,Bana,,bcw,
,Banao Itneg,Banao Itneg,,bjx,
,Banaro,Banaro,,byz,
,Banda (Indonesia),Banda (Indonesia),,bnd,
,Banda Malay,Banda Malay,,bpq,
,Banda-Bambari,Banda-Bambari,,liy,
,Banda-Banda,Banda-Banda,,bpd,
,Banda-Mbrès,Banda-Mbrès,,bqk,
,Banda-Ndélé,Banda-Ndélé,,bfl,
,Banda-Yangere,Banda-Yangere,,yaj,
,Bandi,Bandi,,bza,
,Bandial,Bandial,,bqj,
,Bandjalang,Bandjalang,,bdy,
,Bangala,Bangala,,bxg,
,Bangandu,Bangandu,,bgf,
,Bangba,Bangba,,bbe,
,Banggai,Banggai,,bgz,
,Banggarla,Banggarla,,bjb,
,Bangi,Bangi,,bni,
,Bangime,Bangime,,dba,
,Bangka,Bangka,,mfb,
,Bangolan,Bangolan,,bgj,
,Bangubangu,Bangubangu,,bnx,
,Bangwinji,Bangwinji,,bsj,
,Baniva,Baniva,,bvv,
,Baniwa,Baniwa,,bwi,
,Banjar,Banjar,,bjn,
,Bankagooma,Bankagooma,,bxw,
,Bankal,Bankal,,jjr,
,Bankan Tey Dogon,Bankan Tey Dogon,,dbw,
,Bankon,Bankon,,abb,
,Bannoni,Bannoni,,bcm,
,Bantawa,Bantawa,,bap,
,Bantayanon,Bantayanon,,bfx,
,Bantik,Bantik,,bnq,
,Bantoanon,Bantoanon,,bno,
,Banyjima,Banyjima,,pnw,
,Baoulé,Baoulé,,bci,
,Bara Malagasy,Bara Malagasy,,bhr,
,Baraamu,Baraamu,,brd,
,Barababaraba,Barababaraba,,rbp,
,Barai,Barai,,bbb,
,Barakai,Barakai,,baj,
,Baram Kayan,Baram Kayan,,kys,
,Barama,Barama,,bbg,
,Barambu,Barambu,,brm,
,Baramu,Baramu,,bmz,
,Barapasi,Barapasi,,brp,
,Baras,Baras,,brs,
,Barasana-Eduria,Barasana-Eduria,,bsn,
,Barbaram,Barbaram,,vmb,
,Barbareño,Barbareño,,boi,
,Barclayville Grebo,Barclayville Grebo,,gry,
,Bardi,Bardi,,bcj,
,Barein,Barein,,bva,
,Bargam,Bargam,,mlp,
,Bari,Bari,,bfa,
,Bariai,Bariai,,bch,
,Bariji,Bariji,,bjc,
,Barikanchi,Barikanchi,,bxo,
,Barikewa,Barikewa,,jbk,
,Barok,Barok,,bjk,
,Barombi,Barombi,,bbi,
,Barro Negro Tunebo,Barro Negro Tunebo,,tbn,
,Barrow Point,Barrow Point,,bpt,
,Baruga,Baruga,,bjz,
,Baruya,Baruya,,byr,
,Barwe,Barwe,,bwg,
,Barzani Jewish Neo-Aramaic,Barzani Jewish Neo-Aramaic,,bjf,
,Baré,Baré,,bae,
,Barí,Barí,,mot,
,Basa (Cameroon),Ɓàsàa,,bas,
,Basa (Nigeria),Basa (Nigeria),,bzw,
,Basa-Gumna,Basa-Gumna,,bsl,
,Basa-Gurmana,Basa-Gurmana,,buj,
,Basap,Basap,,bdb,
,Basay,Basay,,byq,
,Bashkardi,Bashkardi,,bsg,
,Basketo,Basketo,,bst,
,Bassa,Bassa,,bsq,
,Bassa-Kontagora,Bassa-Kontagora,,bsr,
,Bassari,Bassari,,bsc,
,Bassossi,Bassossi,,bsi,
,Bata,Bata,,bta,
,Batad Ifugao,Batad Ifugao,,ifb,
,Batak,Batak,,bya,
,Batak Alas-Kluet,Batak Alas-Kluet,,btz,
,Batak Angkola,Batak Angkola,,akb,
,Batak Dairi,Batak Dairi,,btd,
,Batak Karo,Batak Karo,,btx,
,Batak Mandailing,Batak Mandailing,,btm,
,Batak Simalungun,Batak Simalungun,,bts,
,Batak Toba,Batak Toba,,bbc,
,Batanga,Batanga,,bnm,
,Batek,Batek,,btq,
,Bateri,Bateri,,btv,
,Bathari,Bathari,,bhm,
,Bati (Cameroon),Bati (Cameroon),,btc,
,Bati (Indonesia),Bati (Indonesia),,bvt,
,Batjala,Batjala,,xby,
,Bats,Bats,,bbl,
,Batu,Batu,,btu,
,Batui,Batui,,zbt,
,Batuley,Batuley,,bay,
,Bau,Bau,,bbd,
,Bau Bidayuh,Bau Bidayuh,,sne,
,Bauchi,Bauchi,,bsf,
,Bauni,Bauni,,bpe,
,Baure,Baure,,brg,
,Bauria,Bauria,,bge,
,Bauwaki,Bauwaki,,bwk,
,Bauzi,Bauzi,,bvz,
,Bavarian,Bavarian,,bar,
,Bawm Chin,Bawm Chin,,bgr,
,Bay Miwok,Bay Miwok,,mkq,
,Bayali,Bayali,,bjy,
,Baybayanon,Baybayanon,,bvy,
,Baygo,Baygo,,byg,
,Bayono,Bayono,,byl,
,Bayot,Bayot,,bda,
,Bayungu,Bayungu,,bxj,
,Bazigar,Bazigar,,bfr,
,Beami,Beami,,beo,
,Beaver,Beaver,,bea,
,Beba,Beba,,bfp,
,Bebele,Bebele,,beb,
,Bebeli,Bebeli,,bek,
,Bebil,Bebil,,bxp,
,Bedjond,Bedjond,,bjv,
,Bedoanas,Bedoanas,,bed,
,Beeke,Beeke,,bkf,
,Beele,Beele,,bxq,
,Beembe,Beembe,,beq,
,Beezen,Beezen,,bnz,
,Befang,Befang,,bby,
,Beginci,Beginci,,ebc,
,Beja,Beja,,bej,
,Bekati',Bekati',,bei,
,Bekwarra,Bekwarra,,bkv,
,Bekwel,Bekwel,,bkw,
,Belait,Belait,,beg,
,Belanda Bor,Belanda Bor,,bxb,
,Belanda Viri,Belanda Viri,,bvi,
,Belhariya,Belhariya,,byw,
,Beli (Papua New Guinea),Beli (Papua New Guinea),,bey,
,Beli (South Sudan),Beli (South Sudan),,blm,
,Belize Kriol English,Belize Kriol English,,bzj,
,Bella Coola,Bella Coola,,blc,
,Bellari,Bellari,,brw,
,Belning,Belning,,glb,
,Bemba (Zambia),Ichibemba,,bem,
,Bembe,Bembe,,bmb,
,Ben Tey Dogon,Ben Tey Dogon,,dbt,
,Bena (Nigeria),Bena (Nigeria),,yun,
,Bena (Tanzania),Hibena,,bez,
,Benabena,Benabena,,bef,
,Benamanga,Unknown language [egm],,egm,
,Bench,Bench,,bcq,
,Bende,Bende,,bdp,
,Bendi,Bendi,,bct,
,Beng,Beng,,nhb,
,Benga,Benga,,bng,
,Benggoi,Benggoi,,bgy,
,Bengkala Sign Language,Bengkala Sign Language,,bqy,
,Bentong,Bentong,,bnu,
,Benyadu',Benyadu',,byd,
,Beothuk,Beothuk,,bue,
,Bepour,Bepour,,bie,
,Berakou,Berakou,,bxv,
,Berau Malay,Berau Malay,,bve,
,Berbice Creole Dutch,Berbice Creole Dutch,,brc,
,Berik,Berik,,bkl,
,Berinomo,Berinomo,,bit,
,Berom,Berom,,bom,
,Berta,Berta,,wti,
,Berti,Berti,,byt,
,Besisi,Besisi,,mhe,
,Besme,Besme,,bes,
,Besoa,Besoa,,bep,
,Betaf,Betaf,,bfe,
,Betawi,Betawi,,bew,
,Bete,Bete,,byf,
,Bete-Bendi,Bete-Bendi,,btt,
,Beti (Côte d'Ivoire),Beti (Côte d'Ivoire),,eot,
,Betta Kurumba,Betta Kurumba,,xub,
,Bezhta,Bezhta,,kap,
,Bhadrawahi,Bhadrawahi,,bhd,
,Bhalay,Bhalay,,bhx,
,Bharia,Bharia,,bha,
,Bhatri,Bhatri,,bgw,
,Bhattiyali,Bhattiyali,,bht,
,Bhaya,Bhaya,,bhe,
,Bhele,Bhele,,bhy,
,Bhilali,Bhilali,,bhi,
,Bhili,Bhili,,bhb,
,Bhojpuri,भोजपुरी,,bho,
,Bhoti Kinnauri,Bhoti Kinnauri,,nes,
,Bhujel,Bhujel,,byh,
,Bhunjia,Bhunjia,,bhu,
,Biafada,Biafada,,bif,
,Biage,Biage,,bdf,
,Biak,Biak,,bhw,
,Biali,Biali,,beh,
,Bian Marind,Bian Marind,,bpv,
,Biangai,Biangai,,big,
,Biao,Biao,,byk,
,Biao Mon,Biao Mon,,bmt,
,Biao-Jiao Mien,Biao-Jiao Mien,,bje,
,Biatah Bidayuh,Biatah Bidayuh,,bth,
,Bibbulman,Bibbulman,,xbp,
,Bidhawal,Bidhawal,,ihw,
,Bidiyo,Bidiyo,,bid,
,Bidjara,Bidjara,,bym,
,Bidyogo,Bidyogo,,bjg,
,Biem,Biem,,bmc,
,Bierebo,Bierebo,,bnk,
,Bieria,Bieria,,brj,
,Biete,Biete,,biu,
,Big Nambas,Big Nambas,,nmb,
,Biga,Biga,,bhc,
,Bigambal,Bigambal,,xbe,
,Bih,Bih,,ibh,
,Bijim,Bijim,,jbm,
,Bijori,Bijori,,bix,
,Bikol,Bikol,,bik,
,Bikya,Bikya,,byb,
,Bila,Bila,,bip,
,Bilaspuri,Bilaspuri,,kfs,
,Bilba,Bilba,,bpz,
,Bilbil,Bilbil,,brz,
,Bile,Bile,,bil,
,Bilin,Blin,,byn,
,Bilma Kanuri,Bilma Kanuri,,bms,
,Biloxi,Biloxi,,bll,
,Bilua,Bilua,,blb,
,Bilur,Bilur,,bxf,
,Bima,Bima,,bhp,
,Bimin,Bimin,,bhl,
,Bimoba,Bimoba,,bim,
,Bina (Nigeria),Bina (Nigeria),,byj,
,Bina (Papua New Guinea),Bina (Papua New Guinea),,bmn,
,Binahari,Binahari,,bxz,
,Binandere,Binandere,,bhg,
,Bindal,Bindal,,xbd,
,Bine,Bine,,bon,
,Bini,Bini,,bin,
,Binji,Binji,,bpj,
,Binongan Itneg,Binongan Itneg,,itb,
,Bintauna,Bintauna,,bne,
,Bintulu,Bintulu,,bny,
,Binukid,Binukid,,bkd,
,Binumarien,Binumarien,,bjr,
,Bipi,Bipi,,biq,
,Bira,Bira,,brf,
,Birale,Birale,,bxe,
,Birao,Birao,,brr,
,Birgit,Birgit,,btf,
,Birhor,Birhor,,biy,
,Biri,Biri,,bzr,
,Biritai,Biritai,,bqq,
,Birked,Birked,,brk,
,Birri,Birri,,bvq,
,Birrpayi,Birrpayi,,xbj,
,Birwa,Birwa,,brl,
,Biseni,Biseni,,ije,
,Bishnupriya,Bishnupriya,,bpy,
,Bishuo,Bishuo,,bwh,
,Bisis,Bisis,,bnw,
,Bisorio,Bisorio,,bir,
,Bissa,Bissa,,bib,
,Bisu,Bisu,,bzi,
,Bit,Bit,,bgk,
,Bitare,Bitare,,brt,
,Bitur,Bitur,,mcc,
,Biwat,Biwat,,bwm,
,Biyo,Biyo,,byo,
,Biyom,Biyom,,bpm,
,Blablanga,Blablanga,,blp,
,Blafe,Blafe,,bfh,
,Blagar,Blagar,,beu,
,Blang,Blang,,blr,
,Blissymbols,Blissymbols,,zbl,
,Bo (Laos),Bo (Laos),,bgl,
,Bo (Papua New Guinea),Bo (Papua New Guinea),,bpw,
,Bo-Rukul,Bo-Rukul,,mae,
,Bo-Ung,Bo-Ung,,mux,
,Boano (Maluku),Boano (Maluku),,bzn,
,Boano (Sulawesi),Boano (Sulawesi),,bzl,
,Bobongko,Bobongko,,bgb,
,Bobot,Bobot,,bty,
,Bodo (Central African Republic),Bodo (Central African Republic),,boy,
,Bodo (India),बर’,,brx,
,Bodo Gadaba,Bodo Gadaba,,gbj,
,Bodo Parja,Bodo Parja,,bdv,
,Bofi,Bofi,,bff,
,Boga,Boga,,bvw,
,Bogaya,Bogaya,,boq,
,Boghom,Boghom,,bux,
,Boguru,Boguru,,bqu,
,Bohtan Neo-Aramaic,Bohtan Neo-Aramaic,,bhn,
,Boikin,Boikin,,bzf,
,Bokha,Bokha,,ybk,
,Boko (Benin),Boko (Benin),,bqc,
,Boko (Democratic Republic of Congo),Boko (Democratic Republic of Congo),,bkp,
,Bokobaru,Bokobaru,,bus,
,Bokoto,Bokoto,,bdt,
,Bokyi,Bokyi,,bky,
,Bola,Bola,,bnp,
,Bolango,Bolango,,bld,
,Bole,Bole,,bol,
,Bolgarian,Bolgarian,,xbo,
,Bolgo,Bolgo,,bvo,
,Bolia,Bolia,,bli,
,Bolinao,Bolinao,,smk,
,Bolivian Sign Language,Bolivian Sign Language,,bvl,
,Boloki,Boloki,,bkt,
,Bolon,Bolon,,bof,
,Bolondo,Bolondo,,bzm,
,Bolongan,Bolongan,,blj,
,Bolyu,Bolyu,,ply,
,Bom-Kim,Bom-Kim,,bmf,
,Boma,Boma,,boh,
,Bomboli,Bomboli,,bml,
,Bomboma,Bomboma,,bws,
,Bomitaba,Bomitaba,,zmx,
,Bomu,Bomu,,bmq,
,Bomwali,Bomwali,,bmw,
,Bon Gula,Bon Gula,,glc,
,Bonan,Bonan,,peh,
,Bondei,Bondei,,bou,
,Bondo,Bondo,,bfw,
,Bondoukou Kulango,Bondoukou Kulango,,kzc,
,Bondum Dom Dogon,Bondum Dom Dogon,,dbu,
,Bonerate,Bonerate,,bna,
,Bonerif,Bonerif,,bnv,
,Bonggi,Bonggi,,bdg,
,Bonggo,Bonggo,,bpg,
,Bongili,Bongili,,bui,
,Bongo,Bongo,,bot,
,Bongu,Bongu,,bpu,
,Bonjo,Bonjo,,bok,
,Bonkeng,Bonkeng,,bvg,
,Bonkiman,Bonkiman,,bop,
,Bontok,Bontok,,bnc,
,Bookan,Bookan,,bnb,
,Boon,Boon,,bnl,
,Boor,Boor,,bvf,
,Bora,Bora,,boa,
,Borana-Arsi-Guji Oromo,Borana-Arsi-Guji Oromo,,gax,
,Border Kuna,Border Kuna,,kvn,
,Borei,Borei,,gai,
,Borgu Fulfulde,Borgu Fulfulde,,fue,
,Boro (Ethiopia),Boro (Ethiopia),,bwo,
,Boro (Ghana),Boro (Ghana),,xxb,
,Borong,Borong,,ksr,
,Boruca,Boruca,,brn,
,Borôro,Borôro,,bor,
,Boselewa,Boselewa,,bwf,
,Bosngun,Bosngun,,bqs,
,Bote-Majhi,Bote-Majhi,,bmj,
,Botlikh,Botlikh,,bph,
,Botolan Sambal,Botolan Sambal,,sbl,
,Bouna Kulango,Bouna Kulango,,nku,
,Bouni,Bouni,,suo,
,Bouyei,Bouyei,,pcc,
,Bozaba,Bozaba,,bzo,
,Bragat,Bragat,,aof,
,Brahui,Brahui,,brh,
,Braj,Braj,,bra,
,Brao,Lave,,brb,
,Brazilian Sign Language,Brazilian Sign Language,,bzs,
,Brem,Brem,,buq,
,Breri,Breri,,brq,
,Bribri,Bribri,,bzd,
,Bribri Sign Language,Unknown language [rib],,rib,
,Brithenig,Brithenig,,bzt,
,British Sign Language,British Sign Language,,bfi,
,Brokkat,Brokkat,,bro,
,Brokpake,Brokpake,,sgt,
,Brokskat,Brokskat,,bkk,
,Brooke's Point Palawano,Brooke's Point Palawano,,plw,
,Broome Pearling Lugger Pidgin,Broome Pearling Lugger Pidgin,,bpl,
,Brunca Sign Language,Unknown language [rnb],,rnb,
,Brunei,Brunei,,kxd,
,Brunei Bisaya,Brunei Bisaya,,bsb,
,Bruny Island Tasmanian,Bruny Island Tasmanian,,xpz,
,Bu (Bauchi State),Bu (Bauchi State),,zbu,
,Bu (Kaduna State),Bu (Kaduna State),,jid,
,Bu-Nao Bunu,Bu-Nao Bunu,,bwx,
,Bua,Bua,,bub,
,Bualkhaw Chin,Bualkhaw Chin,,cbl,
,Buamu,Buamu,,box,
,Bube,Bube,,bvb,
,Bubi,Bubi,,buw,
,Bubia,Bubia,,bbx,
,Budeh Stieng,Budeh Stieng,,stt,
,Budibud,Budibud,,btp,
,Budong-Budong,Budong-Budong,,bdx,
,Budu,Budu,,buu,
,Budukh,Budukh,,bdk,
,Buduma,Buduma,,bdm,
,Budza,Budza,,bja,
,Bugan,Bugan,,bbh,
,Bugawac,Bugawac,,buk,
,Bughotu,Bughotu,,bgt,
,Buginese,Buginese,,bug,
,Buglere,Buglere,,sab,
,Bugun,Bugun,,bgg,
,Buhi'non Bikol,Buhi'non Bikol,,ubl,
,Buhid,Buhid,,bku,
,Buhutu,Buhutu,,bxh,
,Bukar-Sadung Bidayuh,Bukar-Sadung Bidayuh,,sdo,
,Bukat,Bukat,,bvk,
,Bukharic,Bukharic,,bhh,
,Bukit Malay,Bukit Malay,,bvu,
,Bukitan,Bukitan,,bkn,
,Bukiyip,Bukiyip,,ape,
,Buksa,Buksa,,tkb,
,Bukusu,Luluhia,,bxk,
,Bukwen,Bukwen,,buz,
,Bulgarian Sign Language,Bulgarian Sign Language,,bqn,
,Bulgebi,Bulgebi,,bmp,
,Buli,Unknown language [uly],,uly,
,Buli (Ghana),Buli (Ghana),,bwu,
,Buli (Indonesia),Buli (Indonesia),,bzq,
,Bullom So,Bullom So,,buy,
,Bulo Stieng,Bulo Stieng,,sti,
,Bulu (Cameroon),Bulu,,bum,
,Bulu (Papua New Guinea),Bulu (Papua New Guinea),,bjl,
,Bum,Bum,,bmv,
,Bumaji,Bumaji,,byp,
,Bumang,Bumang,,bvp,
,Bumbita Arapesh,Bumbita Arapesh,,aon,
,Bumthangkha,Bumthangkha,,kjz,
,Bun,Bun,,buv,
,Buna,Buna,,bvn,
,Bunak,Bunak,,bfn,
,Bunama,Bunama,,bdd,
,Bundeli,Bundeli,,bns,
,Bung,Bung,,bqd,
,Bungain,Bungain,,but,
,Bunganditj,Bunganditj,,xbg,
,Bungku,Bungku,,bkz,
,Bungu,Bungu,,wun,
,Bunoge Dogon,Bunoge Dogon,,dgb,
,Bunuba,Bunuba,,bck,
,Bunun,Bunun,,bnn,
,Buol,Buol,,blf,
,Bura-Pabir,Bura-Pabir,,bwr,
,Burak,Burak,,bys,
,Buraka,Buraka,,bkg,
,Burarra,Burarra,,bvr,
,Burate,Burate,,bti,
,Burduna,Burduna,,bxn,
,Bure,Bure,,bvh,
,Buriat,Buriat,,bua,
,Burji,Burji,,bji,
,Burmbar,Burmbar,,vrt,
,Burmeso,Burmeso,,bzu,
,Buru (Indonesia),Buru (Indonesia),,mhs,
,Buru (Nigeria),Buru (Nigeria),,bqw,
,Burui,Burui,,bry,
,Burumakok,Burumakok,,aip,
,Burun,Burun,,bdi,
,Burundian Sign Language,Burundian Sign Language,,lsb,
,Burunge,Burunge,,bds,
,Burushaski,Burushaski,,bsk,
,Burusu,Burusu,,bqr,
,Buruwai,Buruwai,,asi,
,Busa,Busa,,bqp,
,Busam,Busam,,bxs,
,Busami,Busami,,bsm,
,Busang Kayan,Busang Kayan,,bfg,
,Bushi,Bushi,,buc,
,Bushoong,Bushoong,,buf,
,Buso,Buso,,bso,
,Busoa,Busoa,,bup,
,Bussa,Bussa,,dox,
,Busuu,Busuu,,bju,
,Butbut Kalinga,Butbut Kalinga,,kyb,
,Butmas-Tur,Butmas-Tur,,bnr,
,Butuanon,Butuanon,,btw,
,Buwal,Buwal,,bhs,
,Buyu,Buyu,,byi,
,Buyuan Jinuo,Buyuan Jinuo,,jiy,
,Bwa,Bwa,,bww,
,Bwaidoka,Bwaidoka,,bwd,
,Bwanabwana,Bwanabwana,,tte,
,Bwatoo,Bwatoo,,bwa,
,Bwe Karen,Bwe Karen,,bwe,
,Bwela,Bwela,,bwl,
,Bwile,Bwile,,bwc,
,Bwisi,Bwisi,,bwz,
,Byangsi,Byangsi,,bee,
,Byep,Byep,,mkk,
,Bädi Kanum,Bädi Kanum,,khd,
,C'Lela,C'Lela,,dri,
,Caac,Caac,,msq,
,Cabiyarí,Cabiyarí,,cbb,
,Cabécar,Cabécar,,cjp,
,Cacaloxtepec Mixtec,Cacaloxtepec Mixtec,,miu,
,Cacaopera,Cacaopera,,ccr,
,Cacgia Roglai,Cacgia Roglai,,roc,
,Cacua,Cacua,,cbv,
,Caddo,Caddo,,cad,
,Cafundo Creole,Cafundo Creole,,ccd,
,Cahuarano,Cahuarano,,cah,
,Cahuilla,Cahuilla,,chl,
,Cajamarca Quechua,Cajamarca Quechua,,qvc,
,Cajatambo North Lima Quechua,Cajatambo North Lima Quechua,,qvl,
,Cajonos Zapotec,Cajonos Zapotec,,zad,
,Cajun French,Cajun French,,frc,
,Caka,Caka,,ckx,
,Cakchiquel-Quiché Mixed Language,Cakchiquel-Quiché Mixed Language,,ckz,
,Cakfem-Mushere,Cakfem-Mushere,,cky,
,Calamian Tagbanwa,Calamian Tagbanwa,,tbk,
,Calderón Highland Quichua,Calderón Highland Quichua,,qud,
,Callawalla,Callawalla,,caw,
,Caluyanun,Caluyanun,,clu,
,Caló,Caló,,rmq,
,Cambodian Sign Language,Cambodian Sign Language,,csx,
,Cameroon Mambila,Cameroon Mambila,,mcu,
,Cameroon Pidgin,Cameroon Pidgin,,wes,
,Camling,Camling,,rab,
,Campalagian,Campalagian,,cml,
,Campidanese Sardinian,Campidanese Sardinian,,sro,
,Camsá,Camsá,,kbh,
,Camtho,Camtho,,cmt,
,Camunic,Camunic,,xcc,
,Candoshi-Shapra,Candoshi-Shapra,,cbu,
,Canela,Canela,,ram,
,Canichana,Canichana,,caz,
,Cao Lan,Cao Lan,,mlc,
,Cao Miao,Cao Miao,,cov,
,Capanahua,Capanahua,,kaq,
,Capiznon,Capiznon,,cps,
,Cappadocian Greek,Cappadocian Greek,,cpg,
,Caquinte,Caquinte,,cot,
,Car Nicobarese,Car Nicobarese,,caq,
,Cara,Cara,,cfd,
,Carabayo,Carabayo,,cby,
,Caramanta,Caramanta,,crf,
,Carapana,Carapana,,cbc,
,Carian,Carian,,xcr,
,Caribbean Hindustani,Caribbean Hindustani,,hns,
,Caribbean Javanese,Caribbean Javanese,,jvn,
,Carijona,Carijona,,cbd,
,Carolina Algonquian,Carolina Algonquian,,crr,
,Carolinian,Carolinian,,cal,
,Carpathian Romani,Carpathian Romani,,rmc,
,Carrier,Carrier,,crx,
,Cashibo-Cacataibo,Cashibo-Cacataibo,,cbr,
,Cashinahua,Cashinahua,,cbs,
,Casiguran Dumagat Agta,Casiguran Dumagat Agta,,dgc,
,Casuarina Coast Asmat,Casuarina Coast Asmat,,asc,
,Catalan Sign Language,Catalan Sign Language,,csc,
,Catawba,Catawba,,chc,
,Cavineña,Cavineña,,cav,
,Cayubaba,Cayubaba,,cyb,
,Cayuga,Cayuga,,cay,
,Cayuse,Cayuse,,xcy,
,Cañar Highland Quichua,Cañar Highland Quichua,,qxr,
,Ca̱hungwa̱rya̱,Ca̱hungwa̱rya̱,,nat,
,Cebaara Senoufo,Cebaara Senoufo,,sef,
,Cebuano,Cebuano,,ceb,
,Celtiberian,Celtiberian,,xce,
,Cemuhî,Cemuhî,,cam,
,Cen,Cen,,cen,
,Central Asmat,Central Asmat,,cns,
,Central Atlas Tamazight,Tamaziɣt n laṭlaṣ,,tzm,
,Central Awyu,Central Awyu,,awu,
,Central Aymara,Aymara,,ayr,
,Central Bai,Central Bai,,bca,
,Central Berawan,Central Berawan,,zbc,
,Central Bikol,Bikol,,bcl,
,Central Bontok,Bontok,,lbk,
,Central Cagayan Agta,Central Cagayan Agta,,agt,
,Central Grebo,Central Grebo,,grv,
,Central Hongshuihe Zhuang,Central Hongshuihe Zhuang,,zch,
,Central Huasteca Nahuatl,Central Huasteca Nahuatl,,nch,
,Central Huishui Hmong,Central Huishui Hmong,,hmc,
,Central Kanuri,Kanuri,,knc,
,Central Kurdish,کوردیی ناوەندی,,ckb,
,Central Maewo,Central Maewo,,mwo,
,Central Malay,Central Malay,,pse,
,Central Masela,Central Masela,,mxz,
,Central Mashan Hmong,Central Mashan Hmong,,hmm,
,Central Mazahua,Central Mazahua,,maz,
,Central Melanau,Central Melanau,,mel,
,Central Mnong,Central Mnong,,cmo,
,Central Nahuatl,Central Nahuatl,,nhn,
,Central Nicobarese,Central Nicobarese,,ncb,
,Central Ojibwa,Central Ojibwa,,ojc,
,Central Okinawan,Central Okinawan,,ryu,
,Central Palawano,Central Palawano,,plc,
,Central Pame,Central Pame,,pbs,
,Central Pashto,Central Pashto,,pst,
,Central Pomo,Central Pomo,,poo,
,Central Puebla Nahuatl,Central Puebla Nahuatl,,ncx,
,Central Sama,Central Sama,,sml,
,Central Siberian Yupik,Central Siberian Yupik,,ess,
,Central Sierra Miwok,Central Sierra Miwok,,csm,
,Central Subanen,Central Subanen,,syb,
,Central Tagbanwa,Central Tagbanwa,,tgt,
,Central Tarahumara,Central Tarahumara,,tar,
,Central Tunebo,Central Tunebo,,tuf,
,Central Yupik,Central Yupik,,esu,
,Central-Eastern Niger Fulfulde,Central-Eastern Niger Fulfulde,,fuq,
